sku,title,status,query,top_score,winner_page_url,winner_image_url,winner_reasons,staged_dir,reason
9920999909206,GREY SEER SPRAY PAINT (UK/ROW) (6-PACK),missing,9920999909206 GREY SEER SPRAY PAINT (UK/ROW) (6-PACK) Games Workshop 99209999092063,0,,,,,gw cache: no matching photo asset set
9920999909406,MEPHISTON RED SPRAY (UK/ROW) (6-PK),missing,9920999909406 MEPHISTON RED SPRAY (UK/ROW) (6-PK) Games Workshop 99209999094067,0,,,,,gw cache: no matching photo asset set
9920999909506,MACRAGGE BLUE SPRAY (UK/ROW) (6-PK),missing,9920999909506 MACRAGGE BLUE SPRAY (UK/ROW) (6-PK) Games Workshop 99209999095064,0,,,,,gw cache: no matching photo asset set
9920999909606,ZANDRI DUST SPRAY (UK/ROW) (6-PK),missing,9920999909606 ZANDRI DUST SPRAY (UK/ROW) (6-PK) Games Workshop 99209999096061,0,,,,,gw cache: no matching photo asset set
9920999909706,LEADBELCHER SPRAY (UK/ROW) (6-PK),missing,9920999909706 LEADBELCHER SPRAY (UK/ROW) (6-PK) Games Workshop 99209999097068,0,,,,,gw cache: no matching photo asset set
9920999909806,MECH.STANDARD GREY SPRAY (UK/ROW) (6-PK),missing,9920999909806 MECH.STANDARD GREY SPRAY (UK/ROW) (6-PK) Games Workshop 99209999098065,0,,,,,gw cache: no matching photo asset set
9920999909906,DEATH GUARD GREEN SPRAY (UK/ROW) (6-PK),missing,9920999909906 DEATH GUARD GREEN SPRAY (UK/ROW) (6-PK) Games Workshop 99209999099062,0,,,,,gw cache: no matching photo asset set
9920999910006,RETRIBUTOR ARMOUR SPRAY (UK/ROW) (6-PK),missing,9920999910006 RETRIBUTOR ARMOUR SPRAY (UK/ROW) (6-PK) Games Workshop 99209999100065,0,,,,,gw cache: no matching photo asset set
9920999910206,WHITE SCAR SPRAY PAINT (6-PACK) (ROW),missing,9920999910206 WHITE SCAR SPRAY PAINT (6-PACK) (ROW) Games Workshop 99209999102069,0,,,,,gw cache: no matching photo asset set
9921999904310,WH COLOUR:PLASTIC GLUE (15g) (EU/AU) X10,missing,9921999904310 WH COLOUR:PLASTIC GLUE (15g) (EU/AU) X10 Games Workshop 99219999043101,0,,,,,gw cache: no matching photo asset set
9922999919106,WARHAMMER WATER POT (6-PACK),missing,9922999919106 WARHAMMER WATER POT (6-PACK) Games Workshop 99229999191061,0,,,,,gw cache: no matching photo asset set
99229999192,WH COLOUR: MORDIAN CORPSEGRASS TUFTS,missing,99229999192 WH COLOUR: MORDIAN CORPSEGRASS TUFTS Games Workshop 5011921248070,0,,,,,gw cache: no matching photo asset set
9922999919406,WARHAMMER DICE (6-PACK),missing,9922999919406 WARHAMMER DICE (6-PACK) Games Workshop 99229999194062,0,,,,,gw cache: no matching photo asset set
9923999903503,GW TAPE MEASURE (PACK OF 3),missing,9923999903503 GW TAPE MEASURE (PACK OF 3) Games Workshop 99239999035036,0,,,,,gw cache: no matching photo asset set
99239999066,CITADEL FILE SET,missing,99239999066 CITADEL FILE SET Games Workshop 5011921050116,0,,,,,gw cache: no matching photo asset set
9923999911206,CITADEL PAINTING HANDLE (MK2) (6-PACK),missing,9923999911206 CITADEL PAINTING HANDLE (MK2) (6-PACK) Games Workshop 99239999112065,0,,,,,gw cache: no matching photo asset set
9923999912706,WARHAMMER PAINTING HANDLE (MK3) (6-PACK),missing,9923999912706 WARHAMMER PAINTING HANDLE (MK3) (6-PACK) Games Workshop 99239999127069,0,,,,,gw cache: no matching photo asset set
9923999912806,WARHAMMER SERVO-SKULL PALETTE (6-PACK),missing,9923999912806 WARHAMMER SERVO-SKULL PALETTE (6-PACK) Games Workshop 99239999128066,0,,,,,gw cache: no matching photo asset set
99239999129,WARHAMMER BATTLE CASE,missing,99239999129 WARHAMMER BATTLE CASE Games Workshop 5011921244898,0,,,,,gw cache: no matching photo asset set
99239999130,WARHAMMER CRUSADE CASE,missing,99239999130 WARHAMMER CRUSADE CASE Games Workshop 5011921244904,0,,,,,gw cache: no matching photo asset set
9954999912320,WARHAMMER TOTE BAG (RPET) (20-PACK),missing,9954999912320 WARHAMMER TOTE BAG (RPET) (20-PACK) Games Workshop 99549999123207,0,,,,,gw cache: no matching photo asset set
